,file_path,image_size,faces_num,face_size,batch,iter,engine,status
175,anger/1154.jpg,893,1,893,1,0,1,ok
176,anger/1155.jpg,566,1,472,1,0,1,ok
177,anger/1156.jpg,261,1,250,1,0,1,ok
178,anger/1157.jpg,847,1,773,1,0,1,ok
179,anger/1158.jpg,1010,1,778,1,0,1,ok
180,anger/1159.jpg,209,1,174,1,0,1,ok
181,anger/116.jpg,220,1,175,1,0,1,ok
182,anger/1160.jpg,282,1,265,1,0,1,ok
183,anger/1161.jpg,280,1,280,1,0,1,ok
184,anger/1162.jpg,300,1,271,1,0,1,ok
185,anger/1163.jpg,394,1,335,1,0,1,ok
186,anger/1164.jpg,171,1,143,1,0,1,ok
187,anger/1165.jpg,197,1,191,1,0,1,ok
188,anger/1166.jpg,197,1,142,1,0,1,ok
189,anger/1167.jpg,353,1,310,1,0,1,ok
190,anger/1168.jpg,236,1,223,1,0,1,ok
191,anger/1169.jpg,583,1,569,1,0,1,ok
192,anger/117.jpg,256,1,252,1,0,1,ok
193,anger/1170.jpg,350,1,330,1,0,1,ok
194,anger/1171.jpg,852,1,697,1,0,1,ok
195,anger/1172.jpg,200,1,164,1,0,1,ok
196,anger/1173.jpg,828,1,654,1,0,1,ok
197,anger/1174.jpg,413,1,338,1,0,1,ok
198,anger/1175.jpg,330,1,301,1,0,1,ok
199,anger/1176.jpg,259,1,248,1,0,1,ok
200,anger/1177.jpg,213,1,164,1,0,1,ok
201,anger/1178.jpg,834,1,749,1,0,1,ok
202,anger/1179.jpg,361,1,285,1,0,1,ok
203,anger/118.jpg,1340,1,1124,1,0,1,ok
204,anger/1180.jpg,283,1,232,1,0,1,ok
205,anger/1181.jpg,301,1,301,1,0,1,ok
206,anger/1182.jpg,350,1,305,1,0,1,ok
207,anger/1183.jpg,270,1,228,1,0,1,ok
208,anger/1184.jpg,209,1,176,1,0,1,ok
209,anger/1185.jpg,256,1,173,1,0,1,ok
210,anger/1186.jpg,174,1,147,1,0,1,ok
211,anger/1187.jpg,290,1,227,1,0,1,ok
212,anger/1188.jpg,395,1,327,1,0,1,ok
213,anger/1189.jpg,1159,1,952,1,0,1,ok
214,anger/119.jpg,281,1,264,1,0,1,ok
215,anger/1190.jpg,298,1,240,1,0,1,ok
216,anger/1191.jpg,430,1,349,1,0,1,ok
217,anger/1192.jpg,205,1,197,1,0,1,ok
218,anger/1193.jpg,421,1,361,1,0,1,ok
219,anger/1194.jpg,200,1,185,1,0,1,ok
220,anger/1195.jpg,379,1,363,1,0,1,ok
221,anger/1196.jpg,171,1,115,1,0,1,ok
222,anger/1197.jpg,438,1,369,1,0,1,ok
223,anger/1198.jpg,367,1,367,1,0,1,ok
224,anger/1199.jpg,169,1,127,1,0,1,ok
225,anger/12.jpg,180,1,166,1,0,1,ok
226,anger/120.jpg,421,1,370,1,0,1,ok
227,anger/1200.jpg,378,1,330,1,0,1,ok
228,anger/1201.jpg,209,1,177,1,0,1,ok
229,anger/1202.jpg,698,1,549,1,0,1,ok
230,anger/1203.jpg,177,1,136,1,0,1,ok
231,anger/1204.jpg,490,1,422,1,0,1,ok
232,anger/1205.jpg,299,1,269,1,0,1,ok
233,anger/1206.jpg,452,1,336,1,0,1,ok
234,anger/1207.jpg,150,1,144,1,0,1,ok
235,anger/1208.jpg,468,1,454,1,0,1,ok
236,anger/1209.jpg,211,1,211,1,0,1,ok
237,anger/121.jpg,176,1,142,1,0,1,ok
238,anger/1210.jpg,213,1,164,1,0,1,ok
239,anger/1211.jpg,438,1,431,1,0,1,ok
240,anger/1212.jpg,270,1,270,1,0,1,ok
241,anger/1213.jpg,288,1,288,1,0,1,ok
242,anger/1214.jpg,209,1,156,1,0,1,ok
243,anger/1215.jpg,344,1,297,1,0,1,ok
244,anger/1216.jpg,1132,1,811,1,0,1,ok
245,anger/1217.jpg,698,1,585,1,0,1,ok
246,anger/1218.jpg,204,1,189,1,0,1,ok
247,anger/1219.jpg,579,1,579,1,0,1,ok
248,anger/122.jpg,525,1,473,1,0,1,ok
249,anger/1220.jpg,447,1,386,1,0,1,ok
250,anger/1221.jpg,255,1,246,2,0,2,ok
251,anger/1222.jpg,679,1,606,2,0,2,ok
252,anger/1223.jpg,422,1,380,2,0,2,ok
253,anger/1224.jpg,279,1,258,2,0,2,ok
254,anger/1225.jpg,422,1,393,2,0,2,ok
255,anger/1226.jpg,2552,1,2198,2,0,2,ok
256,anger/1227.jpg,1280,1,1280,2,0,2,ok
257,anger/1228.jpg,862,1,729,2,0,2,ok
258,anger/1229.jpg,1804,1,1389,2,0,2,ok
259,anger/123.jpg,231,1,188,2,0,2,ok
260,anger/1230.jpg,315,1,301,2,0,2,ok
261,anger/1231.jpg,438,1,427,2,0,2,ok
262,anger/1232.jpg,776,1,756,2,0,2,ok
263,anger/1233.jpg,179,1,125,2,0,2,ok
264,anger/1234.jpg,322,1,286,2,0,2,ok
265,anger/1235.jpg,278,1,251,2,0,2,ok
266,anger/1236.jpg,821,1,763,2,0,2,ok
267,anger/1237.jpg,205,1,203,2,0,2,ok
268,anger/1238.jpg,2091,1,1806,2,0,2,ok
269,anger/1239.jpg,496,1,447,2,0,2,ok
270,anger/124.jpg,327,1,279,2,0,2,ok
271,anger/1240.jpg,513,1,418,2,0,2,ok
272,anger/1241.jpg,253,1,205,2,0,2,ok
273,anger/1242.jpg,678,1,596,2,0,2,ok
274,anger/1243.jpg,517,1,399,2,0,2,ok
275,anger/1244.jpg,253,1,216,2,0,2,ok
276,anger/1245.jpg,275,1,211,2,0,2,ok
277,anger/1246.jpg,240,1,240,2,0,2,ok
278,anger/1247.jpg,253,1,211,2,0,2,ok
279,anger/1248.jpg,213,1,182,2,0,2,ok
280,anger/1249.jpg,217,1,194,2,0,2,ok
281,anger/125.jpg,560,1,438,2,0,2,ok
282,anger/1250.jpg,351,1,351,2,0,2,ok
283,anger/1251.jpg,231,1,207,2,0,2,ok
284,anger/1252.jpg,524,1,489,2,0,2,ok
285,anger/1253.jpg,391,1,317,2,0,2,ok
286,anger/1254.jpg,558,1,410,2,0,2,ok
287,anger/1255.jpg,249,1,239,2,0,2,ok
288,anger/1256.jpg,422,1,344,2,0,2,ok
289,anger/1257.jpg,269,1,269,2,0,2,ok
290,anger/1258.jpg,568,1,479,2,0,2,ok
291,anger/1259.jpg,235,1,207,2,0,2,ok
292,anger/126.jpg,196,1,159,2,0,2,ok
293,anger/1260.jpg,540,1,540,2,0,2,ok
294,anger/1261.jpg,274,1,252,2,0,2,ok
295,anger/1262.jpg,350,1,267,2,0,2,ok
296,anger/1263.jpg,738,1,614,2,0,2,ok
297,anger/1264.jpg,307,1,252,2,0,2,ok
298,anger/1265.jpg,205,1,187,2,0,2,ok
299,anger/1266.jpg,333,1,328,2,0,2,ok
300,anger/1267.jpg,239,1,217,2,0,2,ok
301,anger/1268.jpg,270,1,225,2,0,2,ok
302,anger/1269.jpg,322,1,280,2,0,2,ok
303,anger/127.jpg,230,1,219,2,0,2,ok
304,anger/1270.jpg,322,1,294,2,0,2,ok
305,anger/1271.jpg,262,1,219,2,0,2,ok
306,anger/1272.jpg,565,1,486,2,0,2,ok
307,anger/1273.jpg,474,1,432,2,0,2,ok
308,anger/1274.jpg,435,1,388,2,0,2,ok
309,anger/1275.jpg,366,1,361,2,0,2,ok
310,anger/1276.jpg,678,1,538,2,0,2,ok
311,anger/1277.jpg,700,1,592,2,0,2,ok
312,anger/1278.jpg,473,1,449,2,0,2,ok
313,anger/1279.jpg,283,1,267,2,0,2,ok
314,anger/128.jpg,583,1,493,2,0,2,ok
315,anger/1280.jpg,222,1,193,2,0,2,ok
316,anger/1281.jpg,313,1,257,2,0,2,ok
317,anger/1282.jpg,650,1,583,2,0,2,ok
318,anger/1283.jpg,256,1,256,2,0,2,ok
319,anger/1284.jpg,620,1,553,2,0,2,ok
320,anger/1285.jpg,440,1,432,2,0,2,ok
321,anger/1286.jpg,230,1,212,2,0,2,ok
322,anger/1287.jpg,637,1,534,2,0,2,ok
323,anger/1288.jpg,217,1,183,2,0,2,ok
324,anger/1289.jpg,186,1,133,2,0,2,ok
325,anger/129.jpg,594,1,531,2,0,2,ok
326,anger/1290.jpg,374,1,300,2,0,2,ok
327,anger/1291.jpg,1114,1,916,2,0,2,ok
328,anger/1292.jpg,410,1,353,2,0,2,ok
329,anger/1293.jpg,188,1,138,2,0,2,ok
330,anger/1294.jpg,316,1,269,2,0,2,ok
331,anger/1295.jpg,339,1,334,2,0,2,ok
332,anger/1296.jpg,404,1,359,2,0,2,ok
333,anger/1297.jpg,377,1,334,2,0,2,ok
334,anger/1298.jpg,1852,1,1565,2,0,2,ok
335,anger/1299.jpg,183,1,183,2,0,2,ok
336,anger/13.jpg,625,1,560,2,0,2,ok
337,anger/130.jpg,970,1,963,2,0,2,ok
338,anger/1300.jpg,839,1,806,2,0,2,ok
339,anger/1301.jpg,728,1,594,2,0,2,ok
340,anger/1302.jpg,228,1,188,2,0,2,ok
341,anger/1303.jpg,187,1,138,2,0,2,ok
342,anger/1304.jpg,283,1,231,2,0,2,ok
343,anger/1305.jpg,227,1,186,2,0,2,ok
344,anger/1306.jpg,620,1,502,2,0,2,ok
345,anger/1307.jpg,1258,1,1258,2,0,2,ok
346,anger/1308.jpg,321,1,300,2,0,2,ok
347,anger/1309.jpg,377,1,348,2,0,2,ok
348,anger/131.jpg,196,1,169,2,0,2,ok
349,anger/1310.jpg,296,1,296,2,0,2,ok
350,anger/1311.jpg,202,1,172,2,0,2,ok
351,anger/1312.jpg,413,1,373,2,0,2,ok
352,anger/1313.jpg,374,1,354,2,0,2,ok
353,anger/1314.jpg,654,1,650,2,0,2,ok
354,anger/1315.jpg,443,1,374,2,0,2,ok
355,anger/1316.jpg,249,1,217,2,0,2,ok
356,anger/1317.jpg,266,1,241,2,0,2,ok
357,anger/1318.jpg,194,1,165,2,0,2,ok
358,anger/1319.jpg,187,1,139,2,0,2,ok
359,anger/132.jpg,135,1,135,2,0,2,ok
360,anger/1320.jpg,182,1,137,2,0,2,ok
361,anger/1321.jpg,1102,1,884,2,0,2,ok
362,anger/1322.jpg,841,1,664,2,0,2,ok
363,anger/1323.jpg,401,1,342,2,0,2,ok
364,anger/1324.jpg,456,1,387,2,0,2,ok
365,anger/1325.jpg,193,1,149,2,0,2,ok
366,anger/1326.jpg,179,1,124,2,0,2,ok
367,anger/1327.jpg,1951,1,1682,2,0,2,ok
368,anger/1328.jpg,177,1,126,2,0,2,ok
369,anger/1329.jpg,135,1,121,2,0,2,ok
370,anger/133.jpg,234,1,206,2,0,2,ok
371,anger/1330.jpg,260,1,232,2,0,2,ok
372,anger/1331.jpg,185,1,142,2,0,2,ok
373,anger/1332.jpg,419,1,342,2,0,2,ok
374,anger/1333.jpg,1088,1,889,2,0,2,ok
375,anger/1334.jpg,133,1,133,3,0,3,ok
376,anger/1335.jpg,250,1,250,3,0,3,ok
377,anger/1336.jpg,227,1,169,3,0,3,ok
378,anger/1337.jpg,326,1,270,3,0,3,ok
379,anger/1338.jpg,187,1,164,3,0,3,ok
380,anger/1339.jpg,347,1,306,3,0,3,ok
381,anger/134.jpg,317,1,317,3,0,3,ok
382,anger/1340.jpg,430,1,405,3,0,3,ok
383,anger/1341.jpg,341,1,281,3,0,3,ok
384,anger/1342.jpg,214,1,213,3,0,3,ok
385,anger/1343.jpg,236,1,167,3,0,3,ok
386,anger/1344.jpg,538,1,481,3,0,3,ok
387,anger/1345.jpg,154,1,153,3,0,3,ok
388,anger/1346.jpg,278,1,255,3,0,3,ok
389,anger/1347.jpg,912,0,0,3,0,3,ok
390,anger/1348.jpg,234,1,193,3,0,3,ok
391,anger/1349.jpg,389,1,389,3,0,3,ok
392,anger/135.jpg,968,1,946,3,0,3,ok
393,anger/1350.jpg,404,1,346,3,0,3,ok
394,anger/1351.jpg,346,1,346,3,0,3,ok
395,anger/1352.jpg,342,1,321,3,0,3,ok
396,anger/1353.jpg,789,1,689,3,0,3,ok
397,anger/1354.jpg,147,1,144,3,0,3,ok
398,anger/1355.jpg,231,1,206,3,0,3,ok
399,anger/1356.jpg,497,1,407,3,0,3,ok
400,anger/1357.jpg,1347,1,1139,3,0,3,ok
401,anger/1358.jpg,912,1,862,3,0,3,ok
402,anger/1359.jpg,154,1,129,3,0,3,ok
403,anger/136.jpg,234,1,206,3,0,3,ok
404,anger/1360.jpg,264,1,244,3,0,3,ok
405,anger/1361.jpg,336,1,305,3,0,3,ok
406,anger/1362.jpg,353,1,332,3,0,3,ok
407,anger/1363.jpg,222,1,179,3,0,3,ok
408,anger/1364.jpg,695,1,624,3,0,3,ok
409,anger/1365.jpg,577,1,460,3,0,3,ok
410,anger/1366.jpg,619,1,521,3,0,3,ok
411,anger/1367.jpg,326,1,285,3,0,3,ok
412,anger/1368.jpg,439,1,375,3,0,3,ok
413,anger/1369.jpg,376,1,358,3,0,3,ok
414,anger/137.jpg,582,1,528,3,0,3,ok
415,anger/1370.jpg,846,1,717,3,0,3,ok
416,anger/1371.jpg,288,1,223,3,0,3,ok
417,anger/1372.jpg,1174,1,1073,3,0,3,ok
418,anger/1373.jpg,324,1,285,3,0,3,ok
419,anger/1374.jpg,273,1,235,3,0,3,ok
420,anger/1375.jpg,664,1,531,3,0,3,ok
421,anger/1376.jpg,260,1,229,3,0,3,ok
422,anger/1377.jpg,271,1,254,3,0,3,ok
423,anger/1378.jpg,249,1,225,3,0,3,ok
424,anger/1379.jpg,188,1,147,3,0,3,ok
425,anger/138.jpg,740,2,603,3,0,3,ok
426,anger/1380.jpg,688,1,688,3,0,3,ok
427,anger/1381.jpg,196,1,152,3,0,3,ok
428,anger/1382.jpg,179,1,150,3,0,3,ok
429,anger/1383.jpg,175,1,115,3,0,3,ok
430,anger/1384.jpg,462,1,409,3,0,3,ok
431,anger/1385.jpg,487,1,414,3,0,3,ok
432,anger/1386.jpg,249,1,216,3,0,3,ok
433,anger/1387.jpg,194,1,163,3,0,3,ok
434,anger/1388.jpg,417,1,375,3,0,3,ok
435,anger/1389.jpg,3133,1,2666,3,0,3,ok
436,anger/139.jpg,428,1,352,3,0,3,ok
437,anger/1390.jpg,217,1,186,3,0,3,ok
438,anger/1391.jpg,428,1,419,3,0,3,ok
439,anger/1392.jpg,1486,1,1214,3,0,3,ok
440,anger/1393.jpg,367,1,306,3,0,3,ok
441,anger/1394.jpg,266,1,240,3,0,3,ok
442,anger/1395.jpg,270,1,228,3,0,3,ok
443,anger/1396.jpg,1487,1,1204,3,0,3,ok
444,anger/1397.jpg,227,1,218,3,0,3,ok
445,anger/1398.jpg,986,1,982,3,0,3,ok
446,anger/1399.jpg,197,1,177,3,0,3,ok
447,anger/14.jpg,487,1,376,3,0,3,ok
448,anger/140.jpg,756,1,679,3,0,3,ok
449,anger/1400.jpg,776,1,645,3,0,3,ok
450,anger/1401.jpg,295,1,295,3,0,3,ok
451,anger/1402.jpg,244,1,208,3,0,3,ok
452,anger/1403.jpg,163,1,135,3,0,3,ok
453,anger/1404.jpg,304,1,271,3,0,3,ok
454,anger/1405.jpg,190,1,184,3,0,3,ok
455,anger/1406.jpg,1067,1,821,3,0,3,ok
456,anger/1407.jpg,1371,1,1105,3,0,3,ok
457,anger/1408.jpg,244,1,204,3,0,3,ok
458,anger/1409.jpg,211,1,162,3,0,3,ok
459,anger/141.jpg,171,1,120,3,0,3,ok
460,anger/1410.jpg,713,1,603,3,0,3,ok
461,anger/1411.jpg,417,1,373,3,0,3,ok
462,anger/1412.jpg,2532,1,2106,3,0,3,ok
463,anger/1413.jpg,408,1,405,3,0,3,ok
464,anger/1414.jpg,461,1,423,3,0,3,ok
465,anger/1415.jpg,237,0,0,3,0,3,ok
466,anger/1416.jpg,910,1,853,3,0,3,ok
467,anger/1417.jpg,176,1,121,3,0,3,ok
468,anger/1418.jpg,377,1,326,3,0,3,ok
469,anger/1419.jpg,668,1,552,3,0,3,ok
470,anger/142.jpg,1222,1,988,3,0,3,ok
471,anger/1420.jpg,526,1,511,3,0,3,ok
472,anger/1421.jpg,317,1,262,3,0,3,ok
473,anger/1422.jpg,196,1,162,3,0,3,ok
474,anger/1423.jpg,581,1,479,3,0,3,ok
475,anger/1424.jpg,797,1,787,3,0,3,ok
476,anger/1425.jpg,205,1,172,3,0,3,ok
477,anger/1426.jpg,356,1,320,3,0,3,ok
478,anger/1427.jpg,244,1,197,3,0,3,ok
479,anger/1428.jpg,1016,1,897,3,0,3,ok
480,anger/1429.jpg,523,1,454,3,0,3,ok
481,anger/143.jpg,278,1,278,3,0,3,ok
482,anger/1430.jpg,810,1,670,3,0,3,ok
483,anger/1431.jpg,435,1,385,3,0,3,ok
484,anger/1432.jpg,237,1,188,3,0,3,ok
485,anger/1433.jpg,358,1,319,3,0,3,ok
486,anger/1434.jpg,455,1,447,3,0,3,ok
487,anger/1435.jpg,428,1,391,3,0,3,ok
488,anger/1436.jpg,279,1,236,3,0,3,ok
489,anger/1437.jpg,494,1,478,3,0,3,ok
490,anger/1438.jpg,1433,1,1204,3,0,3,ok
491,anger/1439.jpg,221,1,205,3,0,3,ok
492,anger/144.jpg,202,1,192,3,0,3,ok
493,anger/1440.jpg,513,1,444,3,0,3,ok
494,anger/1441.jpg,378,1,351,3,0,3,ok
495,anger/1442.jpg,197,1,137,3,0,3,ok
496,anger/1443.jpg,572,1,542,3,0,3,ok
497,anger/1444.jpg,236,1,194,3,0,3,ok
498,anger/1445.jpg,372,1,368,3,0,3,ok
499,anger/1446.jpg,228,1,221,3,0,3,ok
500,anger/1447.jpg,798,1,695,4,0,4,ok
501,anger/1448.jpg,142,1,142,4,0,4,ok
502,anger/1449.jpg,679,1,598,4,0,4,ok
503,anger/145.jpg,821,1,739,4,0,4,ok
504,anger/1450.jpg,304,1,255,4,0,4,ok
505,anger/1451.jpg,193,1,177,4,0,4,ok
506,anger/1452.jpg,307,1,280,4,0,4,ok
507,anger/1453.jpg,196,1,152,4,0,4,ok
508,anger/1454.jpg,299,1,248,4,0,4,ok
509,anger/1455.jpg,294,1,274,4,0,4,ok
510,anger/1456.jpg,499,1,499,4,0,4,ok
511,anger/1457.jpg,256,1,222,4,0,4,ok
512,anger/1458.jpg,402,0,0,4,0,4,ok
513,anger/1459.jpg,749,1,661,4,0,4,ok
514,anger/146.jpg,324,1,271,4,0,4,ok
